"","x"
"2910","aabaaabaacc"
"2911","aababacc"
"2912","aacc"
"2913","aabaaacc"
"2914","aac"
"2915","aaaacc"
"2916","aac"
"2917","aac"
"2918","aababacc"
"2919","aabbacc"
"2920","aaaaaaaacc"
"2921","aacc"
"2922","aacc"
"2923","aacacc"
"2924","aabaababbacc"
"2925","aac"
"2926","aaacc"
"2927","aac"
"2928","aaacc"
"2929","aac"
"2930","aac"
"2931","aac"
"2932","aabaacc"
"2933","aac"
"2934","aacc"
"2935","abbaaacc"
"2936","aabaaababababaacc"
"2937","aabacc"
"2938","bacc"
"2939","bababcc"
"2940","bacababcc"
"2941","bababcc"
"2942","bababcc"
"2943","bababcc"
"2944","bababcc"
"2945","bababcc"
"2946","bababcc"
"2947","bacc"
"2948","bacc"
"2949","bacc"
"2950","bacc"
"2951","bacc"
"2952","babacc"
"2953","bacc"
"2954","babacc"
"2955","babacc"
"2956","babacc"
"2957","babacc"
"2958","bababcc"
"2959","bababcc"
"2960","babacc"
"2961","babacc"
"2962","bacc"
"2963","bacc"
"2964","aaaac"
"2965","aaaac"
"2966","aaaac"
"2967","aaaac"
"2968","aabbabaaaaacc"
"2969","aacaccbabaaaaabacc"
"2970","aac"
"2971","aac"
"2972","aaababaacc"
"2973","aabacc"
"2974","aababacc"
"2975","aaabacaababaaabaaacc"
"2976","aaaac"
"2977","aaabaabaacc"
"2978","aac"
"2979","aacc"
"2980","aaaac"
"2981","aac"
"2982","aac"
"2983","aababacc"
"2984","aababaaacc"
"2985","aabacc"
"2986","aabaaaabacc"
"2987","aac"
"2988","aaaac"
"2989","aac"
"2990","aabaaacc"
"2991","aac"
"2992","aac"
"2993","aaaac"
"2994","aac"
"2995","aac"
"2996","aababacc"
"2997","bacc"
"2998","baacc"
"2999","bababcc"
"3000","bacc"
"3001","bacc"
"3002","bbacc"
"3003","bacc"
"3004","bbacc"
"3005","aabababacc"
"3006","aabacc"
"3007","aac"
"3008","aababbabbaaabacababacc"
"3009","aacc"
"3010","aac"
"3011","aabacc"
"3012","aababacc"
"3013","aaaacc"
"3014","aac"
"3015","aaacc"
"3016","aac"
"3017","aacc"
"3018","aac"
"3019","aac"
"3020","aaccaaaaacc"
"3021","aaaac"
"3022","aabaacc"
"3023","aaccabababaaabacc"
"3024","aac"
"3025","aabaaaacc"
"3026","aabacc"
"3027","aabacc"
"3028","aabacc"
"3029","aabacc"
"3030","aabacc"
"3031","aabacc"
"3032","aabacc"
"3033","aacc"
"3034","aababaacc"
"3035","aabacc"
"3036","aabacc"
"3037","aabacc"
"3038","aababababaaacc"
"3039","aababababacc"
"3040","aabacc"
"3041","aabababaacc"
"3042","aacc"
"3043","aabacc"
"3044","aabaaacc"
"3045","aabaaaaaacc"
"3046","aacacc"
"3047","aac"
"3048","aac"
"3049","aababacc"
"3050","aac"
"3051","aac"
"3052","aabaacc"
"3053","aabababababababacc"
"3054","aac"
"3055","aac"
"3056","aac"
"3057","aacc"
"3058","aacc"
"3059","aaaacc"
"3060","aacc"
"3061","aabaaacc"
"3062","baaacc"
"3063","bacc"
"3064","bacc"
"3065","bacc"
"3066","bacc"
"3067","bacc"
"3068","bacc"
"3069","bacc"
"3070","bacc"
"3071","bacc"
"3072","bacc"
"3073","babacc"
"3074","bacc"
"3075","bacc"
"3076","bacc"
"3077","aababababaaabbacc"
"3078","aacc"
"3079","aaaaaacc"
"3080","aac"
"3081","aac"
"3082","aabaaacc"
"3083","aac"
"3084","aac"
"3085","aac"
"3086","aacc"
"3087","aaababaaaaaaaaacc"
"3088","aacc"
"3089","aabacc"
"3090","aababacc"
"3091","aacc"
"3092","aababacc"
"3093","aacc"
"3094","aacc"
"3095","aacc"
"3096","aabacc"
"3097","aabaaabacc"
"3098","aac"
"3099","aabacc"
"3100","aac"
"3101","aabaccacc"
"3102","aac"
"3103","aaacc"
"3104","aacc"
"3105","aac"
"3106","aacc"
"3107","aac"
"3108","aac"
"3109","aababbaaaaaacc"
"3110","aabaaabaaaacc"
"3111","aabacc"
"3112","aabaacc"
"3113","aaabacc"
"3114","aabaaaaaacc"
"3115","aacc"
"3116","aacc"
"3117","aabaaacc"
"3118","aaaaac"
"3119","aaaacc"
"3120","aababaaaaacc"
"3121","aabaaaacc"
"3122","aaabbacc"
"3123","aaacc"
"3124","aac"
"3125","aabaacc"
"3126","aac"
"3127","aacacbacc"
"3128","aaaacc"
"3129","aabacc"
"3130","aabbaacc"
"3131","aac"
"3132","aabaaaaacc"
"3133","aababacc"
"3134","aabacc"
"3135","aac"
"3136","aabaacc"
"3137","aac"
"3138","aac"
"3139","aabacc"
"3140","aabaacc"
"3141","aabacc"
"3142","aac"
"3143","aac"
"3144","aac"
"3145","aac"
"3146","aabaabaaababaaaacc"
"3147","aac"
"3148","aac"
"3149","aac"
"3150","aaaaccaacc"
"3151","aacacc"
"3152","aabaabaaacc"
"3153","aac"
"3154","aac"
"3155","aabaaabaaababaaacc"
"3156","aabacc"
"3157","aac"
"3158","aac"
"3159","aaccabacc"
"3160","aababaacc"
"3161","aac"
"3162","aacc"
"3163","aac"
"3164","aac"
"3165","aababacc"
"3166","aac"
"3167","aaaac"
"3168","aabaaaacc"
"3169","aababaaaaaacc"
"3170","aac"
"3171","aabaacc"
"3172","aac"
"3173","aac"
"3174","aac"
"3175","aaacc"
"3176","aababaaaabacc"
"3177","aaaabaaacc"
"3178","aabaaacc"
"3179","aababacc"
"3180","aaacc"
"3181","aacc"
"3182","aacc"
"3183","aaabaacc"
"3184","aaacc"
"3185","aababaacc"
"3186","aabaaaacc"
"3187","aac"
"3188","aac"
"3189","aabacc"
"3190","aacc"
"3191","aac"
"3192","aac"
"3193","aac"
"3194","aaaacc"
"3195","aac"
"3196","aababacc"
"3197","aac"
"3198","aababaacc"
"3199","aaaacc"
"3200","aac"
"3201","aaacc"
"3202","aacc"
"3203","aaacc"
"3204","aac"
"3205","aabacc"
"3206","aabaaacc"
"3207","aabaaacc"
"3208","aababbaaababababaaaaaaccbaaacc"
"3209","aac"
"3210","aac"
"3211","bbaaacc"
"3212","bbbabaababacbaacc"
"3213","bbabacc"
"3214","bbacc"
"3215","bbbaaaacc"
"3216","bbabacc"
"3217","bbabacc"
"3218","bbbaacc"
"3219","bbabaaabaacc"
"3220","bbaabaacc"
"3221","bbbabaaaacc"
"3222","bbbaaacc"
"3223","bbbabacc"
"3224","bbabaaacc"
"3225","aabaacc"
"3226","aac"
"3227","aabacc"
"3228","aac"
"3229","aabaacc"
"3230","aacc"
"3231","aac"
"3232","aac"
"3233","aacc"
"3234","aac"
"3235","bbacc"
"3236","babacc"
"3237","bacc"
"3238","babacc"
"3239","babacc"
"3240","babacc"
"3241","babacc"
"3242","baacc"
"3243","bacc"
"3244","bacc"
"3245","aacc"
"3246","aac"
"3247","aacc"
"3248","aac"
"3249","aacc"
"3250","aacc"
"3251","aacc"
"3252","aaaac"
"3253","aacc"
"3254","aacc"
"3255","aacc"
"3256","aacc"
"3257","aacc"
"3258","aacc"
"3259","aacc"
"3260","aac"
"3261","aaaac"
"3262","aac"
"3263","aac"
"3264","aacc"
"3265","aababababbabababacc"
"3266","aabaabaaacc"
"3267","aac"
"3268","aac"
"3269","aababaacc"
"3270","aac"
"3271","aacc"
"3272","aaacc"
"3273","aacc"
"3274","aac"
"3275","aac"
"3276","aabaaacc"
"3277","aaabaacc"
"3278","aacc"
"3279","aababaaacc"
"3280","aac"
"3281","aac"
"3282","aac"
"3283","aaaac"
"3284","aac"
"3285","aac"
"3286","aabababababaabaaaaacc"
"3287","aabaabacc"
"3288","aabaaacc"
"3289","aac"
"3290","aabacc"
"3291","aaacc"
"3292","aac"
"3293","aaacc"
"3294","aaaabababacc"
"3295","aaacc"
"3296","aac"
"3297","aacc"
"3298","aabacc"
"3299","aac"
"3300","aac"
"3301","aac"
"3302","babac"
"3303","aac"
"3304","aabaacc"
"3305","aabaaaababaaacc"
"3306","aaababaabaaaaabacc"
"3307","aaacc"
"3308","aabaacc"
"3309","aac"
"3310","aac"
"3311","aac"
"3312","aac"
"3313","aabaaacc"
"3314","aacc"
"3315","aabacc"
"3316","aaacc"
"3317","aabaaacc"
"3318","aac"
"3319","aac"
"3320","aac"
"3321","aac"
"3322","aaabaacc"
"3323","aabacc"
"3324","aaacc"
"3325","aac"
"3326","aacacc"
"3327","aaabababababaaababaaaaacc"
"3328","aababacc"
"3329","aababababaaacc"
"3330","aacc"
"3331","aac"
"3332","aac"
"3333","aaaacc"
"3334","aaaacc"
"3335","aaaac"
"3336","aaabacc"
"3337","aaaacc"
"3338","aacc"
"3339","aabaaacc"
"3340","aac"
"3341","aabaaaaaaaaaaaaacc"
"3342","aac"
"3343","aabaaacc"
"3344","aac"
"3345","aac"
"3346","aacc"
"3347","aabaaacc"
"3348","aaaabaaabacc"
"3349","aaaacc"
"3350","aac"
"3351","aacacc"
"3352","aacc"
"3353","aacaaacaaabaaabaaabaaaacc"
"3354","aabaacc"
"3355","aac"
"3356","aacc"
"3357","aaabaaacc"
"3358","aabaaababaaacc"
"3359","aababaacc"
"3360","aabaaabaaacc"
"3361","aacc"
"3362","aac"
"3363","aabaabaaaaabaaaacc"
"3364","aacaabaaabacc"
"3365","aabaacbacc"
"3366","aabaaacc"
"3367","aaabaaaaaaacc"
"3368","aac"
"3369","aacc"
"3370","aac"
"3371","aaaacc"
"3372","aacc"
"3373","aacc"
"3374","aacc"
"3375","aacaaaacc"
"3376","aabababacc"
"3377","aacc"
"3378","aabacc"
"3379","aacc"
"3380","aaacc"
"3381","aabaaaaacc"
"3382","aabaaacc"
"3383","aaaacacc"
"3384","aabaabbababaaacc"
"3385","aac"
"3386","aac"
"3387","aacc"
"3388","aac"
"3389","aac"
"3390","aacacc"
"3391","aac"
"3392","aac"
"3393","aabaaaaaacc"
"3394","aac"
"3395","aaaac"
"3396","aacc"
"3397","aaaabaaaaaaaaacacc"
"3398","aabacc"
"3399","aacaaabaaaaaacc"
"3400","aac"
"3401","aababacc"
"3402","aacc"
"3403","aac"
"3404","aac"
"3405","aacc"
"3406","aac"
"3407","aabaaaaaaaacc"
"3408","aaaaaacc"
"3409","aaaac"
"3410","aac"
"3411","aac"
"3412","aabacc"
"3413","aac"
"3414","aacc"
"3415","aacacc"
"3416","aaacc"
"3417","aaacc"
"3418","aac"
"3419","aabaaacc"
"3420","aaacaaac"
"3421","aaabaacc"
"3422","aac"
"3423","aac"
"3424","aabaaacababaaacc"
"3425","aac"
"3426","aac"
"3427","aabacc"
"3428","aabacc"
"3429","aac"
"3430","aac"
"3431","aabaaaacc"
"3432","aaabaaabacc"
"3433","aaabbacc"
"3434","aac"
"3435","aabaabacc"
"3436","aababacc"
"3437","aacc"
"3438","aaaac"
"3439","aaacc"
"3440","aaaac"
"3441","aabaaaacc"
"3442","aac"
"3443","aaaac"
"3444","aaaccacc"
"3445","aac"
"3446","aac"
"3447","aac"
"3448","aac"
"3449","aac"
"3450","aac"
"3451","aababababbabacc"
"3452","aababaaacc"
"3453","aababaababaaaacc"
"3454","aac"
"3455","aac"
"3456","aac"
"3457","aaaabaaaaacc"
"3458","aacc"
"3459","aacc"
"3460","aabaaaaaaaaaaabaaacacc"
"3461","aabaaaabacc"
"3462","aabaaabaacc"
"3463","aacc"
"3464","aaaac"
"3465","aacc"
"3466","aacacc"
"3467","aacc"
"3468","aacc"
"3469","aac"
"3470","aababacc"
"3471","aac"
"3472","aac"
"3473","aac"
"3474","aabacc"
"3475","aac"
"3476","aabaabacc"
"3477","aababaaaaaaacc"
"3478","aacc"
"3479","aacc"
"3480","aacc"
"3481","aac"
"3482","aacc"
"3483","aacc"
"3484","aabaacc"
"3485","aabacc"
"3486","aaabaacaaababacc"
"3487","aac"
"3488","aaabaaacc"
"3489","aac"
"3490","aac"
"3491","aac"
"3492","aacc"
"3493","aacc"
"3494","aacc"
"3495","aaac"
"3496","aacc"
"3497","aababaaababaaabaaabaccabaaababaaabaaabaababaaabaacc"
"3498","aacc"
"3499","aac"
"3500","aaac"
"3501","aac"
"3502","aabaacc"
"3503","aac"
"3504","aac"
"3505","aacc"
"3506","aac"
"3507","aac"
"3508","aacc"
"3509","aabaaaaacc"
"3510","aac"
"3511","aabaaabacc"
"3512","aababaaaaacc"
"3513","aacc"
"3514","aac"
"3515","aabababababaaaacc"
"3516","aabababababaaacc"
"3517","aababababaaacc"
"3518","aababbababaabaacc"
"3519","aabababababaaaacc"
"3520","bacc"
"3521","bacc"
"3522","babacc"
"3523","babacc"
"3524","babbacc"
"3525","babababababababaabacc"
"3526","bbabacc"
"3527","babacc"
"3528","bbacc"
"3529","bacc"
"3530","bacc"
"3531","bacc"
"3532","bacc"
"3533","bacc"
"3534","bbacc"
"3535","bacc"
"3536","babacc"
"3537","bbacc"
"3538","bacc"
"3539","baacc"
"3540","bacc"
"3541","aacc"
"3542","aacc"
"3543","aacc"
"3544","aacc"
"3545","aac"
"3546","aacc"
"3547","aabaababaaacc"
"3548","aac"
"3549","aababaabaaaacc"
"3550","aabbabacc"
"3551","aabaaacc"
"3552","aababaaacc"
"3553","aac"
"3554","aac"
"3555","aababbabacc"
"3556","aacacc"
"3557","aac"
"3558","aacc"
"3559","aacc"
"3560","aac"
"3561","aac"
"3562","aac"
"3563","aac"
"3564","aac"
"3565","aabaacc"
"3566","aabacc"
"3567","aac"
"3568","aac"
"3569","aac"
"3570","aac"
"3571","abbbaaacc"
"3572","aac"
"3573","aac"
"3574","aaabababababababaaacc"
"3575","aababbababbababababaaacc"
"3576","aac"
"3577","aacc"
"3578","aababaacc"
"3579","aac"
"3580","aac"
"3581","aac"
"3582","aac"
"3583","aababacc"
"3584","aabaacc"
"3585","aaabababacc"
"3586","aaabaaaaaaacc"
"3587","aababaacc"
"3588","aacc"
"3589","aabacc"
"3590","aabaaabacc"
"3591","aac"
"3592","aabaaabacc"
"3593","aacacc"
"3594","aac"
"3595","aacc"
"3596","aaaacc"
"3597","aaabaaaaabacc"
"3598","aaacacc"
"3599","aac"
"3600","aabaaacc"
"3601","aaaac"
"3602","aac"
"3603","aacabaaacc"
"3604","aac"
"3605","aac"
"3606","aababababaacc"
"3607","aabaacc"
"3608","aacc"
"3609","aacc"
"3610","aacc"
"3611","aac"
"3612","aaababaaaaaaaacc"
"3613","aabaaacc"
"3614","aaabababbabaaaaababababaaacc"
"3615","aababacc"
"3616","aacc"
"3617","aabababacc"
"3618","aac"
"3619","aababacc"
"3620","aacc"
"3621","aac"
"3622","aaacacc"
"3623","aaababaacc"
"3624","aac"
"3625","aac"
"3626","aac"
"3627","aac"
"3628","aaaac"
"3629","aabacc"
"3630","aac"
"3631","aac"
"3632","aabaacc"
"3633","aac"
"3634","aac"
"3635","aacc"
"3636","aacc"
"3637","aac"
"3638","aabababbacc"
"3639","aabaaaaabacc"
"3640","aac"
"3641","aaabbacc"
"3642","aacc"
"3643","aaac"
"3644","aac"
"3645","aaac"
"3646","aaaacc"
"3647","aaaaacacacaaacc"
"3648","aac"
"3649","aabacc"
"3650","aaaabaaacc"
"3651","aabaacc"
"3652","aabaaaaaaabacc"
"3653","aacc"
"3654","aac"
"3655","aabaaaaabaaaaaabababaaacc"
"3656","aaabacc"
"3657","aabacc"
"3658","aac"
"3659","aac"
"3660","aac"
"3661","aabaacc"
"3662","aac"
"3663","baaabaaaaacc"
"3664","baaaaaacc"
"3665","baaabaacc"
"3666","bababacc"
"3667","babacc"
"3668","baabaaacc"
"3669","baaabaaacc"
"3670","baaacc"
"3671","baaaaababacc"
"3672","baaacc"
"3673","baaacc"
"3674","baaabacc"
"3675","bababbacbacc"
"3676","baabaaacc"
"3677","baaaaacc"
"3678","baaaaacc"
"3679","babacc"
"3680","baaaaaaacc"
"3681","baaaaacc"
"3682","babaababacc"
"3683","baaaaacc"
"3684","baaaaacc"
"3685","baaacc"
"3686","babbababaaacc"
"3687","baabacc"
"3688","baabaacc"
"3689","baaaaaacc"
"3690","baaaaabacc"
"3691","babaacc"
"3692","baaaaacc"
"3693","bacc"
"3694","aac"
"3695","aac"
"3696","aac"
"3697","aacc"
"3698","aac"
"3699","aaacc"
"3700","aacc"
"3701","aac"
"3702","aabacc"
"3703","aaacc"
"3704","aac"
"3705","aac"
"3706","aac"
"3707","aaabaaaaacc"
"3708","aac"
"3709","aabaabaaaaacc"
"3710","aac"
"3711","aac"
"3712","aac"
"3713","aababababaaaaacc"
"3714","aac"
"3715","aababaaaaacc"
"3716","aac"
"3717","aac"
"3718","aac"
"3719","aababababaaaaaaaaacc"
"3720","aabacc"
"3721","aabaaaaaacc"
"3722","aabaabaaababaabaabaaaaaacc"
"3723","aacc"
"3724","aac"
"3725","aaacc"
"3726","aababacc"
"3727","aababaaacc"
"3728","aac"
"3729","aac"
"3730","aabacc"
"3731","aababbabababaaababababababacc"
"3732","aabacc"
"3733","aababacc"
"3734","aabaaabacc"
"3735","aabacc"
"3736","aaacc"
"3737","aababacc"
"3738","aac"
"3739","aabababaaacc"
"3740","aababacc"
"3741","aabaaacbabaacc"
"3742","aac"
"3743","aabaaabaaacc"
"3744","aaaaaac"
"3745","aabaacc"
"3746","aac"
"3747","aac"
"3748","aabaacc"
"3749","aabaaacc"
"3750","aac"
"3751","aac"
"3752","aacc"
"3753","aabacc"
"3754","aabaaacc"
"3755","aaaacbbacc"
"3756","aabaacc"
"3757","aac"
"3758","aaaabacc"
"3759","aac"
"3760","aac"
"3761","aaababaaaaacc"
"3762","aabaaacc"
"3763","aac"
"3764","aabaaacc"
"3765","aabaabacc"
"3766","aaaaaabaaaaacc"
"3767","aac"
"3768","aaacc"
"3769","aac"
"3770","aaaaaaaaaacc"
"3771","aac"
"3772","aabaacc"
"3773","aaacc"
"3774","aac"
"3775","aabacc"
"3776","aabbabaaaaacc"
"3777","aac"
"3778","aabaacc"
"3779","abbacc"
"3780","aabaabaaaaacc"
"3781","aac"
"3782","aaacc"
"3783","aaacc"
"3784","aac"
"3785","aabaaacc"
"3786","aabacc"
"3787","aabaacc"
"3788","aac"
"3789","aac"
"3790","aac"
"3791","aababacc"
"3792","aac"
"3793","aaabaaacc"
"3794","aabaaacc"
"3795","aaaabaaabaaabaaaaaabaaaacc"
"3796","aacc"
"3797","aacc"
"3798","aac"
"3799","aacc"
"3800","aabbacc"
"3801","aaaacc"
"3802","aababaababababaaaaababababbabaaaababababbaaaaacc"
"3803","aac"
"3804","aac"
"3805","aababacc"
"3806","aac"
"3807","aac"
"3808","aabaaacc"
"3809","aabaacc"
"3810","aaaaabaacc"
"3811","aacc"
"3812","aabababaaabaaacc"
"3813","aac"
"3814","aac"
"3815","aabaacc"
"3816","bbacc"
"3817","bacc"
"3818","bacc"
"3819","bacc"
"3820","bacc"
"3821","bbacc"
"3822","bacc"
"3823","babbacc"
"3824","bacc"
"3825","bacc"
"3826","babacc"
"3827","baacc"
"3828","bacc"
"3829","bacc"
"3830","aacc"
"3831","aabaaacc"
"3832","aacc"
"3833","aac"
"3834","aaac"
"3835","aaaac"
"3836","aac"
"3837","aac"
"3838","aac"
"3839","aac"
"3840","aac"
"3841","aabaacc"
"3842","aac"
"3843","aabaaacc"
"3844","aabacc"
"3845","aabacc"
"3846","aabaacc"
"3847","aabaacc"
"3848","aac"
"3849","aabaacc"
"3850","aabaaacc"
"3851","aabaaacc"
"3852","aaaac"
"3853","aac"
"3854","aabbabaacc"
"3855","aabaaaacc"
"3856","aac"
"3857","aabaaacaabaaacc"
"3858","aababacc"
"3859","aac"
"3860","aababaaaaacc"
"3861","aac"
"3862","aac"
"3863","aaaacc"
"3864","aaacc"
"3865","aaabacc"
"3866","aaaabaaacc"
"3867","aaaacc"
"3868","aabaaaacc"
"3869","aac"
"3870","aac"
"3871","aacc"
"3872","aacc"
"3873","aac"
"3874","aacc"
"3875","aac"
"3876","aabaacc"
"3877","aac"
"3878","aabaaabacc"
"3879","aac"
"3880","aacabaaaacc"
"3881","aaacc"
"3882","aacc"
"3883","aac"
"3884","aaabacc"
"3885","aac"
"3886","aacc"
"3887","aaaaaaaacc"
"3888","aacacc"
"3889","aacc"
"3890","aabaabababaaababacc"
"3891","aac"
"3892","aabbacc"
"3893","aac"
"3894","aabaaacc"
"3895","aacc"
"3896","aac"
"3897","aac"
"3898","aac"
"3899","aacc"
"3900","aac"
"3901","abbaaacc"
"3902","bbbababaaacc"
"3903","bbacc"
"3904","bbacc"
"3905","bbacc"
"3906","bbacc"
"3907","bbbaabaac"
"3908","bbaac"
"3909","aac"
"3910","aacc"
"3911","aac"
"3912","aababacc"
"3913","aac"
"3914","aabaabaaabacc"
"3915","aabacc"
"3916","aacacc"
"3917","aabaaaaaaacc"
"3918","aacc"
"3919","aabaaaaababaabacc"
"3920","aaaabbaabaaacc"
"3921","aabacc"
"3922","aaac"
"3923","aaaac"
"3924","aac"
"3925","aabaaaaaabaacc"
"3926","aabacc"
"3927","aababaacc"
"3928","aabaaacc"
"3929","aabacc"
"3930","aabacc"
"3931","aac"
"3932","aac"
"3933","aac"
"3934","aaaacc"
"3935","aac"
"3936","aabaacc"
"3937","aac"
"3938","aac"
"3939","aacc"
"3940","aac"
"3941","aabaaaacc"
"3942","aabacaaababaaaacc"
"3943","aabaacc"
"3944","aac"
"3945","aaabaaacc"
"3946","aabaaaacc"
"3947","aac"
"3948","aaacc"
"3949","aabababacc"
"3950","aabaaacc"
"3951","aac"
"3952","aac"
"3953","aac"
"3954","aacc"
"3955","aaccababacc"
"3956","aacc"
"3957","aac"
"3958","aacc"
"3959","aababacc"
"3960","aabacc"
"3961","aac"
"3962","aac"
"3963","aabbaabaacc"
"3964","aac"
"3965","aabaaabacc"
"3966","aaacc"
"3967","aabaacc"
"3968","aac"
"3969","aacc"
"3970","aabaaacc"
"3971","aac"
"3972","aac"
"3973","aababaaacc"
"3974","aaababaacc"
"3975","aabaaacc"
"3976","aabaaaabaaacc"
"3977","aac"
"3978","aaaacc"
"3979","aacc"
"3980","aabaaaaacc"
"3981","aac"
"3982","aaacc"
"3983","aac"
"3984","aac"
"3985","aabaaacc"
"3986","aac"
"3987","aabaaaacc"
"3988","aabacc"
"3989","aabaaaacc"
"3990","aababbacc"
"3991","aabaacc"
"3992","aababababacc"
"3993","aac"
"3994","aababaaaacc"
"3995","aabacc"
"3996","aaababacc"
"3997","aaaabaaaacc"
"3998","aacc"
"3999","aac"
"4000","aaac"
"4001","aababababaaacc"
"4002","aac"
"4003","aaabaaacc"
"4004","aac"
"4005","aacc"
"4006","aac"
"4007","aac"
"4008","aac"
"4009","aabaaacc"
"4010","aabacc"
"4011","aabaaabacc"
"4012","aac"
"4013","aaabaaabaaaaacc"
"4014","aababababababacc"
"4015","aaabacc"
"4016","abbaacc"
"4017","aac"
"4018","aac"
"4019","aabaaacc"
"4020","aaaacc"
"4021","aac"
"4022","aac"
"4023","aabaacc"
"4024","aac"
"4025","aabaacc"
"4026","aac"
"4027","aac"
"4028","aac"
"4029","aac"
"4030","aac"
"4031","aac"
"4032","aaaacacc"
"4033","aac"
"4034","aac"
"4035","aac"
"4036","aacc"
"4037","aabbabaaaaaaaaaaaaacc"
"4038","aac"
"4039","aaaaacc"
"4040","aabaacc"
"4041","aabaaacc"
"4042","aac"
"4043","aac"
"4044","aac"
"4045","aac"
"4046","aacc"
"4047","aacc"
"4048","aabaaabaccaabaaaaaacc"
"4049","aac"
"4050","aabacc"
"4051","aac"
"4052","aac"
"4053","aabacc"
"4054","aaaaacc"
"4055","aac"
"4056","aabacc"
"4057","aabacc"
"4058","aacc"
"4059","aaaabbababaaaaaaababaaaaaaacc"
"4060","aac"
"4061","aac"
"4062","aaaac"
"4063","aaac"
"4064","aac"
"4065","aaaaaacc"
"4066","aac"
"4067","aacc"
"4068","aabacc"
"4069","aac"
"4070","aaaacc"
"4071","babaaaaaacc"
"4072","babababaacc"
"4073","baaabacc"
"4074","babacc"
"4075","bacc"
"4076","babaaaaaacc"
"4077","baacc"
"4078","babaaaacc"
"4079","babaaaabaaacc"
"4080","bacc"
"4081","baaacc"
"4082","bacc"
"4083","baacabababababaacc"
"4084","bababacc"
"4085","aaabacc"
"4086","aacc"
"4087","aabaaacc"
"4088","aac"
"4089","aaabbacc"
"4090","aabaaabbaaaaacc"
"4091","aabaaaacc"
"4092","aac"
"4093","aabaacc"
"4094","aac"
"4095","aabaacc"
"4096","aac"
"4097","aac"
"4098","aac"
"4099","aabbacacc"
"4100","aac"
"4101","aac"
"4102","babacc"
"4103","babacc"
"4104","babacc"
"4105","bacc"
"4106","bbabacc"
"4107","babacc"
"4108","bacc"
"4109","bacc"
"4110","bacc"
"4111","bacc"
"4112","bacc"
"4113","bacc"
"4114","bacc"
"4115","bacc"
"4116","babacc"
"4117","baaacc"
"4118","aaababaacc"
"4119","aabbcc"
"4120","aaaabaaaabacc"
"4121","aabacc"
"4122","aacc"
"4123","aacacc"
"4124","aaacc"
"4125","aac"
"4126","aaacc"
"4127","aac"
"4128","aababaaacc"
"4129","aabacc"
"4130","aabaacc"
"4131","aac"
"4132","aabaabacc"
"4133","aacacc"
"4134","aabaaaacc"
"4135","aac"
"4136","aabacc"
"4137","aac"
"4138","aac"
"4139","aac"
"4140","aacc"
"4141","aaacc"
"4142","aabaaabacc"
"4143","aabbabacc"
"4144","aac"
"4145","aac"
"4146","aac"
"4147","aababacc"
"4148","aacaaaaacc"
"4149","aac"
"4150","aac"
"4151","aababaabacc"
"4152","aabaacc"
"4153","aacc"
"4154","aac"
"4155","aacc"
"4156","aacc"
"4157","aac"
"4158","aacc"
"4159","aababaababacc"
"4160","aababacc"
"4161","aacc"
"4162","aabaaacc"
"4163","aababaaacc"
"4164","bac"
"4165","aabbaaacc"
"4166","aac"
"4167","aabaaababaaabaaacc"
"4168","aabaaaaaaabaaaacc"
"4169","aac"
"4170","babaaacc"
"4171","bababacc"
"4172","baaaacc"
"4173","bacc"
"4174","babacc"
"4175","baabaaaacbaacc"
"4176","bacc"
"4177","bacc"
"4178","babacc"
"4179","babaacc"
"4180","babaaaaaaaacc"
"4181","babbaaacc"
"4182","babaaacc"
"4183","bababacc"
"4184","baaaaaabacc"
"4185","baaabaaaac"
"4186","babacc"
"4187","babaacc"
"4188","bababacc"
"4189","bababacc"
"4190","aacc"
"4191","aac"
"4192","aacc"
"4193","aaaabbabaaacc"
"4194","aaaaabaaaacc"
"4195","aaacc"
"4196","aabaaacc"
"4197","aabacc"
"4198","aabacc"
"4199","aac"
"4200","aaaaaac"
"4201","aaac"
"4202","aac"
"4203","aaacc"
"4204","aac"
"4205","aac"
"4206","aaacc"
"4207","aac"
"4208","aababacc"
"4209","aac"
"4210","aabaaabaaacc"
"4211","aac"
"4212","aac"
"4213","aabaaababaaaacc"
"4214","aac"
"4215","aabaaaababaaaabaaaaaaacc"
"4216","aabaaabacc"
"4217","aacc"
"4218","aacc"
"4219","aac"
"4220","aacc"
"4221","aac"
"4222","aabacc"
"4223","aabaacc"
"4224","aac"
"4225","aaabbaaaaaacc"
"4226","aac"
"4227","aaaacc"
"4228","aabaaaacc"
"4229","aabaaaacc"
"4230","aabaaaaaaaaaaaabaaaaaaacc"
"4231","aac"
"4232","aabaacc"
"4233","aac"
"4234","aacc"
"4235","aac"
"4236","aaacc"
"4237","aabababababababababababaacc"
"4238","aac"
"4239","aac"
"4240","aabaaaaacc"
"4241","aac"
"4242","aaabacc"
"4243","aac"
"4244","aac"
"4245","aac"
"4246","aac"
"4247","aac"
"4248","aac"
"4249","aabaaaabaaababacc"
"4250","aabaaaacc"
"4251","aabaacc"
"4252","aac"
"4253","aac"
"4254","aac"
"4255","aacc"
"4256","aac"
"4257","aac"
"4258","aacc"
"4259","aabaacc"
"4260","aacc"
"4261","aababacc"
"4262","aac"
"4263","aabaaababaaabaacc"
"4264","aabaaaaacaabaaaaaacc"
"4265","aaccacc"
